sample_size HBM_rate HBM_power online_rate online_power offline_rate offline_power nuclear_rate nuclear_power
48 0.945742552694301 0.958000837385293 0.886703216089617 0.919748064320603 0.701803412958694 0.890289406435347 0.891794526373425 0.960859236678726
49 0.94423605266256 0.957754256754432 0.881735678282712 0.929953335083773 0.701803412958694 0.890289406435347 0.947764456075809 0.952567081036156
50 0.934015565305225 0.937823171977784 0.882275442299438 0.930883039076596 0.701803412958694 0.890289406435347 0.913031865793049 0.954791087847353
51 0.952561169150714 0.963430463740591 0.894134671575309 0.932526982016526 0.701803412958694 0.890289406435347 0.952082872998237 0.974562072910077
52 0.955668570903752 0.972679590400163 0.888639818453586 0.932267885833742 0.701803412958694 0.890289406435347 0.954340449667066 0.988187108148598
53 0.957734087502748 0.954908065775314 0.887310643385799 0.933163845940339 0.701803412958694 0.890289406435347 0.963248725020042 0.977886828692131
54 0.955654889000783 0.963952065345234 0.889243560476291 0.930261558880422 0.701803412958694 0.890289406435347 0.94287750234562 0.978659257298864
55 0.953946854055599 0.974829866969996 0.891969250125307 0.93055365925587 0.701803412958694 0.890289406435347 0.963830034388485 0.97689948911537
56 0.954466342275321 0.960151273687872 0.881014887666854 0.923456638409947 0.701803412958694 0.890289406435347 0.952505533523692 0.955590534976725
57 0.95571724830312 0.954080313445986 0.88779338369091 0.927941052637659 0.701803412958694 0.890289406435347 0.96116970209532 0.973446589893877
58 0.961101100199457 0.964739208750589 0.89182941859175 0.934284163671573 0.701803412958694 0.890289406435347 0.96981103559585 0.98214043888794
59 0.953320198937742 0.95153368078451 0.890676739617597 0.929306065521928 0.701803412958694 0.890289406435347 0.957979909748359 0.975517968786393
60 0.95185157703103 0.946586359012904 0.888834034139812 0.922917566630292 0.701803412958694 0.890289406435347 0.966309808782567 0.96112982232348
61 0.960445562320557 0.955655507393259 0.890902264342987 0.932303995967056 0.701803412958694 0.890289406435347 0.970382757667292 0.975561975798877
62 0.95999451416369 0.969694010779306 0.887570747091827 0.929924458892136 0.701803412958694 0.890289406435347 0.96955035021381 0.973363019446107
63 0.961990998626237 0.968764822879477 0.893362955865816 0.931513116619531 0.701803412958694 0.890289406435347 0.970561433019843 0.980009017757649
64 0.968418942057725 0.978926798791308 0.894334004945508 0.932533061731922 0.701803412958694 0.890289406435347 0.974707273546913 0.984937536089385
65 0.964715979771614 0.975139256935223 0.885665133836041 0.931161205798807 0.701803412958694 0.890289406435347 0.973585319640652 0.973862180355114
66 0.963369395641275 0.957984387598996 0.892385452852784 0.931255476841376 0.701803412958694 0.890289406435347 0.97444344675795 0.9780026612668
67 0.966378679451923 0.978138980301352 0.892112715134551 0.929202478497366 0.701803412958694 0.890289406435347 0.976419832375652 0.986259091317759
68 0.963388238173292 0.952719054977129 0.894847575962914 0.925830160478305 0.701803412958694 0.890289406435347 0.973847708348146 0.973097495761218
69 0.962078169214555 0.950423327304174 0.884547582425543 0.920776938421044 0.701803412958694 0.890289406435347 0.968632817012417 0.961607242728227
70 0.965768130475053 0.973429166283278 0.891619869042351 0.932819736010073 0.701803412958694 0.890289406435347 0.976790190958638 0.979911075295256
71 0.961222996554621 0.949699639515423 0.887371156675074 0.923978212457131 0.701803412958694 0.890289406435347 0.97244783432239 0.969138634691107
72 0.974963192653516 0.98342204875026 0.888589759336358 0.923531328655121 0.701803412958694 0.890289406435347 0.97914662500554 0.994221851109533
73 0.970201164567492 0.97209500839051 0.892299908069526 0.933942923912258 0.701803412958694 0.890289406435347 0.966203605496247 0.987809669554222
74 0.971171252504566 0.983761622438693 0.893764600270182 0.933276777988557 0.701803412958694 0.890289406435347 0.978011579664235 0.986384424005883
75 0.974330159150122 0.985773002316279 0.895068961510675 0.935047271173484 0.701803412958694 0.890289406435347 0.981865659221726 0.991533981026589
76 0.964063219690795 0.967051297700124 0.892284714963474 0.931759934401079 0.701803412958694 0.890289406435347 0.980483800379796 0.986135158292096
77 0.965948213825371 0.980731791583463 0.88755938751904 0.932272266713882 0.701803412958694 0.890289406435347 0.977178372867931 0.985891472000974
78 0.974581939306281 0.972033212428933 0.891640295269062 0.934376762422307 0.701803412958694 0.890289406435347 0.983506979219356 0.989344622772534
79 0.974870175051358 0.978573757944257 0.892974170115625 0.934196451827913 0.701803412958694 0.890289406435347 0.984265226182865 0.989716841314397
80 0.972393745826054 0.976671469913577 0.890035972445128 0.932944848328554 0.701803412958694 0.890289406435347 0.982413980619864 0.983082584109998
81 0.970495724147304 0.971634470504418 0.8902807578955 0.932554447419455 0.701803412958694 0.890289406435347 0.982022024958223 0.978142997044018
82 0.973243236235273 0.982206290812398 0.894700611890279 0.935465509715497 0.701803412958694 0.890289406435347 0.983441106757452 0.991238827518296
83 0.977941618490212 0.971745765080574 0.893891088393986 0.932578617988726 0.701803412958694 0.890289406435347 0.980747103319803 0.990200406264983
84 0.976183632878105 0.970310792120703 0.894548780177397 0.933555079616968 0.701803412958694 0.890289406435347 0.987291950955575 0.984744178445313
85 0.977681670636916 0.976443777878344 0.894959646335357 0.93554409140653 0.701803412958694 0.890289406435347 0.985922337217773 0.986787186029818
86 0.982034185332626 0.987974918281701 0.895415883462599 0.935547587230716 0.701803412958694 0.890289406435347 0.98770251181566 0.993532312420993
87 0.982248787829533 0.983144267164114 0.891435164401541 0.934728368045921 0.701803412958694 0.890289406435347 0.985774085629892 0.993410688227915
88 0.983368574788436 0.988124871411564 0.894562344250799 0.935183194851536 0.701803412958694 0.890289406435347 0.987983444800679 0.996251881441355
89 0.980336345667587 0.981420779213982 0.894950374272088 0.934754310902603 0.701803412958694 0.890289406435347 0.988737592074716 0.991704148965488
90 0.981603044068441 0.98151101861115 0.894177331492531 0.934491417186521 0.701803412958694 0.890289406435347 0.989832588211598 0.991917705731886
91 0.976100981467103 0.989104648254263 0.892161987109687 0.932576385488585 0.701803412958694 0.890289406435347 0.984323083781706 0.987930930275022
92 0.978388184719969 0.987366350013199 0.891208946791248 0.934266841058308 0.701803412958694 0.890289406435347 0.985474174626422 0.989904234075979
93 0.980324480368619 0.989717325633981 0.894250109053792 0.936138501022746 0.701803412958694 0.890289406435347 0.988752568239249 0.994325896085696
94 0.981595423558887 0.989653062007007 0.895464123867541 0.935179063185518 0.701803412958694 0.890289406435347 0.989423642169472 0.991492500840702
95 0.974219053053257 0.98211066012449 0.888760077170706 0.932914261480814 0.701803412958694 0.890289406435347 0.982095077384204 0.983842669789171
96 0.984677914423379 0.989225148950701 0.895458487012742 0.935638289569798 0.701803412958694 0.890289406435347 0.989251942062638 0.996488381621297
97 0.984871527616462 0.990789560047587 0.894818807694808 0.935132895709582 0.701803412958694 0.890289406435347 0.989830543230485 0.994021594197307
98 0.98461115089784 0.985951026752219 0.89486377473461 0.936086309278915 0.701803412958694 0.890289406435347 0.990326563938541 0.993885188834912
99 0.988541893527991 0.987274376446898 0.895265417362999 0.935287972359389 0.701803412958694 0.890289406435347 0.993422219582669 0.995152772339529
100 0.987097629280828 0.989396053904752 0.895339508594602 0.935816711057775 0.701803412958694 0.890289406435347 0.991787195164054 0.99595616193047
101 0.986923715321915 0.984368337666415 0.895468380434601 0.935599607125513 0.701803412958694 0.890289406435347 0.990670772434722 0.993630560252207
102 0.987721448925585 0.990694483078753 0.895318985201712 0.935933339979973 0.701803412958694 0.890289406435347 0.991835877858305 0.996078924602846
103 0.991003111955051 0.994220537726888 0.895913274962134 0.936214342895447 0.701803412958694 0.890289406435347 0.994292128278826 0.99663892872525
104 0.983125362890544 0.984668186845884 0.894140263624329 0.934896491825539 0.701803412958694 0.890289406435347 0.988308227349528 0.990854869100878
105 0.99298188519641 0.997908220452211 0.895144922241227 0.935679077165087 0.701803412958694 0.890289406435347 0.996107292412754 0.999203247721609
106 0.989231126995656 0.991616146181075 0.895734803313162 0.93581351990916 0.701803412958694 0.890289406435347 0.991271900535902 0.997663082966063
107 0.992154855841188 0.987784284075681 0.895357939539102 0.935388785718381 0.701803412958694 0.890289406435347 0.995251697134242 0.994122648460226
108 0.986752013390241 0.991735594727394 0.895907141651066 0.936218427365797 0.701803412958694 0.890289406435347 0.992220994397408 0.995464589650531
109 0.98940021052405 0.996062864890709 0.895980062077388 0.936476778299389 0.701803412958694 0.890289406435347 0.993206869129484 0.99814614591087
110 0.993031390453475 0.993135379376504 0.89571641774494 0.936052864236585 0.701803412958694 0.890289406435347 0.996127087836525 0.997011026277726
111 0.989582975623893 0.995704199772187 0.895889538400518 0.936410359010637 0.701803412958694 0.890289406435347 0.993280043059177 0.997424066159702
112 0.993412066309505 0.993281039490323 0.896172400958432 0.936399272541563 0.701803412958694 0.890289406435347 0.995891611416676 0.997845609876971
113 0.994897581831847 0.996354174902132 0.895867755184559 0.936226390510556 0.701803412958694 0.890289406435347 0.996966985100495 0.998452466898092
114 0.993138977762377 0.996640615670833 0.896224693660048 0.936568794171195 0.701803412958694 0.890289406435347 0.996847225502346 0.998753860351891
115 0.993821171013882 0.995635904896995 0.896357571113566 0.936234854547681 0.701803412958694 0.890289406435347 0.99529755899475 0.99656747000976
116 0.995779480876081 0.992799691746393 0.896301877362635 0.936459873167174 0.701803412958694 0.890289406435347 0.997920498206135 0.995376887432293
117 0.992261192850555 0.987729213955352 0.895217071676591 0.93529961634848 0.701803412958694 0.890289406435347 0.995360750098635 0.993745481840514
118 0.9933688559981 0.997620633460759 0.895679952769423 0.93649591514263 0.701803412958694 0.890289406435347 0.994001494342851 0.997991138631076
119 0.99474298363744 0.997969372922122 0.896027317531935 0.936438353482162 0.701803412958694 0.890289406435347 0.995535681278143 0.998515697833133
120 0.993889163703431 0.997016811664212 0.89611825727854 0.936530387223717 0.701803412958694 0.890289406435347 0.996322842888639 0.998165148896299
121 0.996006904940865 0.997179501412154 0.89636826338886 0.936532502817966 0.701803412958694 0.890289406435347 0.996801662159901 0.998402273628599
122 0.997657881604497 0.998506618653322 0.896316887043433 0.936531383992375 0.701803412958694 0.890289406435347 0.998140949092683 0.999323457585098
123 0.996762785152718 0.997274260451236 0.896460456850267 0.936500871462002 0.701803412958694 0.890289406435347 0.998275022355394 0.997436435881509
124 0.99634697973625 0.998095160541965 0.895271332056572 0.93580057128877 0.701803412958694 0.890289406435347 0.997518873075273 0.997031265255707
125 0.99867740512123 0.999239717778229 0.896588050809392 0.936700212026248 0.701803412958694 0.890289406435347 0.999146172227447 0.999794832096803
126 0.999249794776372 0.999675865363762 0.896587217884774 0.936698780724897 0.701803412958694 0.890289406435347 0.999511419522714 0.999973512321482
127 0.999688154798724 0.999782397171567 0.896615917630581 0.936730588939125 0.701803412958694 0.890289406435347 0.999892264274869 0.999960524422723
128 0.999869090786713 0.999875236740829 0.896621423119421 0.93673136482936 0.701803412958694 0.890289406435347 0.999999959497662 0.999999940407524
